Object,X,Y,Z,Time
Jupiter,   -7.7318E+11,    1.7988E+11,    0.0000E+00,          176640000.
Sun,    1.4814E+09,    2.0386E+09,    0.0000E+00,          176700000.
Jupiter,   -7.7336E+11,    1.7913E+11,    0.0000E+00,          176700000.
Sun,    1.4816E+09,    2.0400E+09,    0.0000E+00,          176760000.
Jupiter,   -7.7353E+11,    1.7838E+11,    0.0000E+00,          176760000.
Sun,    1.4817E+09,    2.0415E+09,    0.0000E+00,          176820000.
Jupiter,   -7.7370E+11,    1.7763E+11,    0.0000E+00,          176820000.
Sun,    1.4819E+09,    2.0430E+09,    0.0000E+00,          176880000.
Jupiter,   -7.7387E+11,    1.7688E+11,    0.0000E+00,          176880000.
Sun,    1.4821E+09,    2.0444E+09,    0.0000E+00,          176940000.
Jupiter,   -7.7404E+11,    1.7614E+11,    0.0000E+00,          176940000.
Sun,    1.4822E+09,    2.0459E+09,    0.0000E+00,          177000000.
Jupiter,   -7.7421E+11,    1.7539E+11,    0.0000E+00,          177000000.
Sun,    1.4824E+09,    2.0474E+09,    0.0000E+00,          177060000.
Jupiter,   -7.7438E+11,    1.7464E+11,    0.0000E+00,          177060000.
Sun,    1.4826E+09,    2.0488E+09,    0.0000E+00,          177120000.
Jupiter,   -7.7455E+11,    1.7389E+11,    0.0000E+00,          177120000.
Sun,    1.4827E+09,    2.0503E+09,    0.0000E+00,          177180000.
Jupiter,   -7.7472E+11,    1.7314E+11,    0.0000E+00,          177180000.
Sun,    1.4829E+09,    2.0518E+09,    0.0000E+00,          177240000.
Jupiter,   -7.7489E+11,    1.7239E+11,    0.0000E+00,          177240000.
Sun,    1.4830E+09,    2.0532E+09,    0.0000E+00,          177300000.
Jupiter,   -7.7505E+11,    1.7164E+11,    0.0000E+00,          177300000.
Sun,    1.4832E+09,    2.0547E+09,    0.0000E+00,          177360000.
Jupiter,   -7.7522E+11,    1.7088E+11,    0.0000E+00,          177360000.
Sun,    1.4833E+09,    2.0562E+09,    0.0000E+00,          177420000.
Jupiter,   -7.7538E+11,    1.7013E+11,    0.0000E+00,          177420000.
Sun,    1.4835E+09,    2.0576E+09,    0.0000E+00,          177480000.
Jupiter,   -7.7555E+11,    1.6938E+11,    0.0000E+00,          177480000.
Sun,    1.4837E+09,    2.0591E+09,    0.0000E+00,          177540000.
Jupiter,   -7.7571E+11,    1.6863E+11,    0.0000E+00,          177540000.
Sun,    1.4838E+09,    2.0606E+09,    0.0000E+00,          177600000.
Jupiter,   -7.7587E+11,    1.6788E+11,    0.0000E+00,          177600000.
Sun,    1.4840E+09,    2.0620E+09,    0.0000E+00,          177660000.
Jupiter,   -7.7604E+11,    1.6713E+11,    0.0000E+00,          177660000.
Sun,    1.4841E+09,    2.0635E+09,    0.0000E+00,          177720000.
Jupiter,   -7.7620E+11,    1.6638E+11,    0.0000E+00,          177720000.
Sun,    1.4843E+09,    2.0650E+09,    0.0000E+00,          177780000.
Jupiter,   -7.7636E+11,    1.6563E+11,    0.0000E+00,          177780000.
Sun,    1.4844E+09,    2.0664E+09,    0.0000E+00,          177840000.
Jupiter,   -7.7652E+11,    1.6487E+11,    0.0000E+00,          177840000.
Sun,    1.4846E+09,    2.0679E+09,    0.0000E+00,          177900000.
Jupiter,   -7.7668E+11,    1.6412E+11,    0.0000E+00,          177900000.
Sun,    1.4847E+09,    2.0694E+09,    0.0000E+00,          177960000.
Jupiter,   -7.7684E+11,    1.6337E+11,    0.0000E+00,          177960000.
Sun,    1.4849E+09,    2.0708E+09,    0.0000E+00,          178020000.
Jupiter,   -7.7699E+11,    1.6262E+11,    0.0000E+00,          178020000.
Sun,    1.4850E+09,    2.0723E+09,    0.0000E+00,          178080000.
Jupiter,   -7.7715E+11,    1.6186E+11,    0.0000E+00,          178080000.
Sun,    1.4852E+09,    2.0738E+09,    0.0000E+00,          178140000.
Jupiter,   -7.7731E+11,    1.6111E+11,    0.0000E+00,          178140000.
Sun,    1.4853E+09,    2.0752E+09,    0.0000E+00,          178200000.
Jupiter,   -7.7746E+11,    1.6036E+11,    0.0000E+00,          178200000.
Sun,    1.4855E+09,    2.0767E+09,    0.0000E+00,          178260000.
Jupiter,   -7.7762E+11,    1.5961E+11,    0.0000E+00,          178260000.
Sun,    1.4856E+09,    2.0782E+09,    0.0000E+00,          178320000.
Jupiter,   -7.7777E+11,    1.5885E+11,    0.0000E+00,          178320000.
Sun,    1.4858E+09,    2.0796E+09,    0.0000E+00,          178380000.
Jupiter,   -7.7792E+11,    1.5810E+11,    0.0000E+00,          178380000.
Sun,    1.4859E+09,    2.0811E+09,    0.0000E+00,          178440000.
Jupiter,   -7.7808E+11,    1.5735E+11,    0.0000E+00,          178440000.
Sun,    1.4861E+09,    2.0826E+09,    0.0000E+00,          178500000.
Jupiter,   -7.7823E+11,    1.5659E+11,    0.0000E+00,          178500000.
Sun,    1.4862E+09,    2.0841E+09,    0.0000E+00,          178560000.
Jupiter,   -7.7838E+11,    1.5584E+11,    0.0000E+00,          178560000.
Sun,    1.4863E+09,    2.0855E+09,    0.0000E+00,          178620000.
Jupiter,   -7.7853E+11,    1.5509E+11,    0.0000E+00,          178620000.
Sun,    1.4865E+09,    2.0870E+09,    0.0000E+00,          178680000.
Jupiter,   -7.7868E+11,    1.5433E+11,    0.0000E+00,          178680000.
Sun,    1.4866E+09,    2.0885E+09,    0.0000E+00,          178740000.
Jupiter,   -7.7883E+11,    1.5358E+11,    0.0000E+00,          178740000.
Sun,    1.4868E+09,    2.0899E+09,    0.0000E+00,          178800000.
Jupiter,   -7.7897E+11,    1.5282E+11,    0.0000E+00,          178800000.
Sun,    1.4869E+09,    2.0914E+09,    0.0000E+00,          178860000.
Jupiter,   -7.7912E+11,    1.5207E+11,    0.0000E+00,          178860000.
Sun,    1.4871E+09,    2.0929E+09,    0.0000E+00,          178920000.
Jupiter,   -7.7927E+11,    1.5131E+11,    0.0000E+00,          178920000.
Sun,    1.4872E+09,    2.0943E+09,    0.0000E+00,          178980000.
Jupiter,   -7.7941E+11,    1.5056E+11,    0.0000E+00,          178980000.
Sun,    1.4873E+09,    2.0958E+09,    0.0000E+00,          179040000.
Jupiter,   -7.7956E+11,    1.4980E+11,    0.0000E+00,          179040000.
Sun,    1.4875E+09,    2.0973E+09,    0.0000E+00,          179100000.
Jupiter,   -7.7970E+11,    1.4905E+11,    0.0000E+00,          179100000.
Sun,    1.4876E+09,    2.0988E+09,    0.0000E+00,          179160000.
Jupiter,   -7.7985E+11,    1.4829E+11,    0.0000E+00,          179160000.
Sun,    1.4877E+09,    2.1002E+09,    0.0000E+00,          179220000.
Jupiter,   -7.7999E+11,    1.4754E+11,    0.0000E+00,          179220000.
Sun,    1.4879E+09,    2.1017E+09,    0.0000E+00,          179280000.
Jupiter,   -7.8013E+11,    1.4678E+11,    0.0000E+00,          179280000.
Sun,    1.4880E+09,    2.1032E+09,    0.0000E+00,          179340000.
Jupiter,   -7.8027E+11,    1.4603E+11,    0.0000E+00,          179340000.
Sun,    1.4881E+09,    2.1046E+09,    0.0000E+00,          179400000.
Jupiter,   -7.8041E+11,    1.4527E+11,    0.0000E+00,          179400000.
Sun,    1.4883E+09,    2.1061E+09,    0.0000E+00,          179460000.
Jupiter,   -7.8055E+11,    1.4452E+11,    0.0000E+00,          179460000.
Sun,    1.4884E+09,    2.1076E+09,    0.0000E+00,          179520000.
Jupiter,   -7.8069E+11,    1.4376E+11,    0.0000E+00,          179520000.
Sun,    1.4885E+09,    2.1091E+09,    0.0000E+00,          179580000.
Jupiter,   -7.8083E+11,    1.4300E+11,    0.0000E+00,          179580000.
Sun,    1.4887E+09,    2.1105E+09,    0.0000E+00,          179640000.
Jupiter,   -7.8097E+11,    1.4225E+11,    0.0000E+00,          179640000.
Sun,    1.4888E+09,    2.1120E+09,    0.0000E+00,          179700000.
Jupiter,   -7.8111E+11,    1.4149E+11,    0.0000E+00,          179700000.
Sun,    1.4889E+09,    2.1135E+09,    0.0000E+00,          179760000.
Jupiter,   -7.8124E+11,    1.4074E+11,    0.0000E+00,          179760000.
Sun,    1.4891E+09,    2.1150E+09,    0.0000E+00,          179820000.
Jupiter,   -7.8138E+11,    1.3998E+11,    0.0000E+00,          179820000.
Sun,    1.4892E+09,    2.1164E+09,    0.0000E+00,          179880000.
Jupiter,   -7.8151E+11,    1.3922E+11,    0.0000E+00,          179880000.
Sun,    1.4893E+09,    2.1179E+09,    0.0000E+00,          179940000.
Jupiter,   -7.8165E+11,    1.3847E+11,    0.0000E+00,          179940000.
Sun,    1.4895E+09,    2.1194E+09,    0.0000E+00,          180000000.
Jupiter,   -7.8178E+11,    1.3771E+11,    0.0000E+00,          180000000.
Sun,    1.4896E+09,    2.1208E+09,    0.0000E+00,          180060000.
Jupiter,   -7.8191E+11,    1.3695E+11,    0.0000E+00,          180060000.
Sun,    1.4897E+09,    2.1223E+09,    0.0000E+00,          180120000.
Jupiter,   -7.8204E+11,    1.3619E+11,    0.0000E+00,          180120000.
Sun,    1.4898E+09,    2.1238E+09,    0.0000E+00,          180180000.
Jupiter,   -7.8217E+11,    1.3544E+11,    0.0000E+00,          180180000.
Sun,    1.4900E+09,    2.1253E+09,    0.0000E+00,          180240000.
Jupiter,   -7.8230E+11,    1.3468E+11,    0.0000E+00,          180240000.
Sun,    1.4901E+09,    2.1267E+09,    0.0000E+00,          180300000.
Jupiter,   -7.8243E+11,    1.3392E+11,    0.0000E+00,          180300000.
Sun,    1.4902E+09,    2.1282E+09,    0.0000E+00,          180360000.
Jupiter,   -7.8256E+11,    1.3316E+11,    0.0000E+00,          180360000.
Sun,    1.4903E+09,    2.1297E+09,    0.0000E+00,          180420000.
Jupiter,   -7.8269E+11,    1.3241E+11,    0.0000E+00,          180420000.
Sun,    1.4904E+09,    2.1312E+09,    0.0000E+00,          180480000.
Jupiter,   -7.8282E+11,    1.3165E+11,    0.0000E+00,          180480000.
Sun,    1.4906E+09,    2.1326E+09,    0.0000E+00,          180540000.
Jupiter,   -7.8294E+11,    1.3089E+11,    0.0000E+00,          180540000.
Sun,    1.4907E+09,    2.1341E+09,    0.0000E+00,          180600000.
Jupiter,   -7.8307E+11,    1.3013E+11,    0.0000E+00,          180600000.
Sun,    1.4908E+09,    2.1356E+09,    0.0000E+00,          180660000.
Jupiter,   -7.8320E+11,    1.2937E+11,    0.0000E+00,          180660000.
Sun,    1.4909E+09,    2.1371E+09,    0.0000E+00,          180720000.
Jupiter,   -7.8332E+11,    1.2861E+11,    0.0000E+00,          180720000.
Sun,    1.4910E+09,    2.1385E+09,    0.0000E+00,          180780000.
Jupiter,   -7.8344E+11,    1.2786E+11,    0.0000E+00,          180780000.
Sun,    1.4912E+09,    2.1400E+09,    0.0000E+00,          180840000.
Jupiter,   -7.8357E+11,    1.2710E+11,    0.0000E+00,          180840000.
Sun,    1.4913E+09,    2.1415E+09,    0.0000E+00,          180900000.
Jupiter,   -7.8369E+11,    1.2634E+11,    0.0000E+00,          180900000.
Sun,    1.4914E+09,    2.1430E+09,    0.0000E+00,          180960000.
Jupiter,   -7.8381E+11,    1.2558E+11,    0.0000E+00,          180960000.
Sun,    1.4915E+09,    2.1444E+09,    0.0000E+00,          181020000.
Jupiter,   -7.8393E+11,    1.2482E+11,    0.0000E+00,          181020000.
Sun,    1.4916E+09,    2.1459E+09,    0.0000E+00,          181080000.
Jupiter,   -7.8405E+11,    1.2406E+11,    0.0000E+00,          181080000.
Sun,    1.4917E+09,    2.1474E+09,    0.0000E+00,          181140000.
Jupiter,   -7.8417E+11,    1.2330E+11,    0.0000E+00,          181140000.
Sun,    1.4918E+09,    2.1489E+09,    0.0000E+00,          181200000.
Jupiter,   -7.8429E+11,    1.2254E+11,    0.0000E+00,          181200000.
Sun,    1.4920E+09,    2.1503E+09,    0.0000E+00,          181260000.
Jupiter,   -7.8440E+11,    1.2178E+11,    0.0000E+00,          181260000.
Sun,    1.4921E+09,    2.1518E+09,    0.0000E+00,          181320000.
Jupiter,   -7.8452E+11,    1.2102E+11,    0.0000E+00,          181320000.
Sun,    1.4922E+09,    2.1533E+09,    0.0000E+00,          181380000.
Jupiter,   -7.8464E+11,    1.2026E+11,    0.0000E+00,          181380000.
Sun,    1.4923E+09,    2.1548E+09,    0.0000E+00,          181440000.
Jupiter,   -7.8475E+11,    1.1950E+11,    0.0000E+00,          181440000.
Sun,    1.4924E+09,    2.1562E+09,    0.0000E+00,          181500000.
Jupiter,   -7.8487E+11,    1.1874E+11,    0.0000E+00,          181500000.
Sun,    1.4925E+09,    2.1577E+09,    0.0000E+00,          181560000.
Jupiter,   -7.8498E+11,    1.1798E+11,    0.0000E+00,          181560000.
Sun,    1.4926E+09,    2.1592E+09,    0.0000E+00,          181620000.
Jupiter,   -7.8509E+11,    1.1722E+11,    0.0000E+00,          181620000.
Sun,    1.4927E+09,    2.1607E+09,    0.0000E+00,          181680000.
Jupiter,   -7.8521E+11,    1.1646E+11,    0.0000E+00,          181680000.
Sun,    1.4928E+09,    2.1621E+09,    0.0000E+00,          181740000.
Jupiter,   -7.8532E+11,    1.1570E+11,    0.0000E+00,          181740000.
Sun,    1.4929E+09,    2.1636E+09,    0.0000E+00,          181800000.
Jupiter,   -7.8543E+11,    1.1494E+11,    0.0000E+00,          181800000.
Sun,    1.4930E+09,    2.1651E+09,    0.0000E+00,          181860000.
Jupiter,   -7.8554E+11,    1.1418E+11,    0.0000E+00,          181860000.
Sun,    1.4931E+09,    2.1666E+09,    0.0000E+00,          181920000.
Jupiter,   -7.8565E+11,    1.1342E+11,    0.0000E+00,          181920000.
Sun,    1.4933E+09,    2.1680E+09,    0.0000E+00,          181980000.
Jupiter,   -7.8576E+11,    1.1266E+11,    0.0000E+00,          181980000.
Sun,    1.4934E+09,    2.1695E+09,    0.0000E+00,          182040000.
Jupiter,   -7.8587E+11,    1.1190E+11,    0.0000E+00,          182040000.
Sun,    1.4935E+09,    2.1710E+09,    0.0000E+00,          182100000.
Jupiter,   -7.8597E+11,    1.1114E+11,    0.0000E+00,          182100000.
Sun,    1.4936E+09,    2.1725E+09,    0.0000E+00,          182160000.
Jupiter,   -7.8608E+11,    1.1038E+11,    0.0000E+00,          182160000.
Sun,    1.4937E+09,    2.1739E+09,    0.0000E+00,          182220000.
Jupiter,   -7.8618E+11,    1.0962E+11,    0.0000E+00,          182220000.
Sun,    1.4938E+09,    2.1754E+09,    0.0000E+00,          182280000.
Jupiter,   -7.8629E+11,    1.0885E+11,    0.0000E+00,          182280000.
Sun,    1.4939E+09,    2.1769E+09,    0.0000E+00,          182340000.
Jupiter,   -7.8639E+11,    1.0809E+11,    0.0000E+00,          182340000.
Sun,    1.4940E+09,    2.1784E+09,    0.0000E+00,          182400000.
Jupiter,   -7.8650E+11,    1.0733E+11,    0.0000E+00,          182400000.
Sun,    1.4941E+09,    2.1799E+09,    0.0000E+00,          182460000.
Jupiter,   -7.8660E+11,    1.0657E+11,    0.0000E+00,          182460000.
Sun,    1.4942E+09,    2.1813E+09,    0.0000E+00,          182520000.
Jupiter,   -7.8670E+11,    1.0581E+11,    0.0000E+00,          182520000.
Sun,    1.4942E+09,    2.1828E+09,    0.0000E+00,          182580000.
Jupiter,   -7.8680E+11,    1.0505E+11,    0.0000E+00,          182580000.
Sun,    1.4943E+09,    2.1843E+09,    0.0000E+00,          182640000.
Jupiter,   -7.8690E+11,    1.0428E+11,    0.0000E+00,          182640000.
Sun,    1.4944E+09,    2.1858E+09,    0.0000E+00,          182700000.
Jupiter,   -7.8700E+11,    1.0352E+11,    0.0000E+00,          182700000.
Sun,    1.4945E+09,    2.1872E+09,    0.0000E+00,          182760000.
Jupiter,   -7.8710E+11,    1.0276E+11,    0.0000E+00,          182760000.
Sun,    1.4946E+09,    2.1887E+09,    0.0000E+00,          182820000.
Jupiter,   -7.8720E+11,    1.0200E+11,    0.0000E+00,          182820000.
Sun,    1.4947E+09,    2.1902E+09,    0.0000E+00,          182880000.
Jupiter,   -7.8730E+11,    1.0123E+11,    0.0000E+00,          182880000.
Sun,    1.4948E+09,    2.1917E+09,    0.0000E+00,          182940000.
Jupiter,   -7.8739E+11,    1.0047E+11,    0.0000E+00,          182940000.
Sun,    1.4949E+09,    2.1932E+09,    0.0000E+00,          183000000.
Jupiter,   -7.8749E+11,    9.9710E+10,    0.0000E+00,          183000000.
Sun,    1.4950E+09,    2.1946E+09,    0.0000E+00,          183060000.
Jupiter,   -7.8759E+11,    9.8947E+10,    0.0000E+00,          183060000.
Sun,    1.4951E+09,    2.1961E+09,    0.0000E+00,          183120000.
Jupiter,   -7.8768E+11,    9.8185E+10,    0.0000E+00,          183120000.
Sun,    1.4952E+09,    2.1976E+09,    0.0000E+00,          183180000.
Jupiter,   -7.8777E+11,    9.7422E+10,    0.0000E+00,          183180000.
Sun,    1.4953E+09,    2.1991E+09,    0.0000E+00,          183240000.
Jupiter,   -7.8787E+11,    9.6659E+10,    0.0000E+00,          183240000.
Sun,    1.4954E+09,    2.2005E+09,    0.0000E+00,          183300000.
Jupiter,   -7.8796E+11,    9.5896E+10,    0.0000E+00,          183300000.
Sun,    1.4954E+09,    2.2020E+09,    0.0000E+00,          183360000.
Jupiter,   -7.8805E+11,    9.5133E+10,    0.0000E+00,          183360000.
Sun,    1.4955E+09,    2.2035E+09,    0.0000E+00,          183420000.
Jupiter,   -7.8814E+11,    9.4370E+10,    0.0000E+00,          183420000.
Sun,    1.4956E+09,    2.2050E+09,    0.0000E+00,          183480000.
Jupiter,   -7.8823E+11,    9.3606E+10,    0.0000E+00,          183480000.
Sun,    1.4957E+09,    2.2065E+09,    0.0000E+00,          183540000.
Jupiter,   -7.8832E+11,    9.2843E+10,    0.0000E+00,          183540000.
Sun,    1.4958E+09,    2.2079E+09,    0.0000E+00,          183600000.
Jupiter,   -7.8841E+11,    9.2080E+10,    0.0000E+00,          183600000.
Sun,    1.4959E+09,    2.2094E+09,    0.0000E+00,          183660000.
Jupiter,   -7.8850E+11,    9.1316E+10,    0.0000E+00,          183660000.
Sun,    1.4959E+09,    2.2109E+09,    0.0000E+00,          183720000.
Jupiter,   -7.8858E+11,    9.0553E+10,    0.0000E+00,          183720000.
Sun,    1.4960E+09,    2.2124E+09,    0.0000E+00,          183780000.
Jupiter,   -7.8867E+11,    8.9789E+10,    0.0000E+00,          183780000.
Sun,    1.4961E+09,    2.2139E+09,    0.0000E+00,          183840000.
Jupiter,   -7.8876E+11,    8.9025E+10,    0.0000E+00,          183840000.
Sun,    1.4962E+09,    2.2153E+09,    0.0000E+00,          183900000.
Jupiter,   -7.8884E+11,    8.8261E+10,    0.0000E+00,          183900000.
Sun,    1.4963E+09,    2.2168E+09,    0.0000E+00,          183960000.
Jupiter,   -7.8892E+11,    8.7497E+10,    0.0000E+00,          183960000.
Sun,    1.4964E+09,    2.2183E+09,    0.0000E+00,          184020000.
Jupiter,   -7.8901E+11,    8.6733E+10,    0.0000E+00,          184020000.
Sun,    1.4964E+09,    2.2198E+09,    0.0000E+00,          184080000.
Jupiter,   -7.8909E+11,    8.5969E+10,    0.0000E+00,          184080000.
Sun,    1.4965E+09,    2.2213E+09,    0.0000E+00,          184140000.
Jupiter,   -7.8917E+11,    8.5205E+10,    0.0000E+00,          184140000.
Sun,    1.4966E+09,    2.2227E+09,    0.0000E+00,          184200000.
Jupiter,   -7.8925E+11,    8.4441E+10,    0.0000E+00,          184200000.
Sun,    1.4967E+09,    2.2242E+09,    0.0000E+00,          184260000.
Jupiter,   -7.8933E+11,    8.3676E+10,    0.0000E+00,          184260000.
Sun,    1.4967E+09,    2.2257E+09,    0.0000E+00,          184320000.
Jupiter,   -7.8941E+11,    8.2912E+10,    0.0000E+00,          184320000.
Sun,    1.4968E+09,    2.2272E+09,    0.0000E+00,          184380000.
Jupiter,   -7.8949E+11,    8.2148E+10,    0.0000E+00,          184380000.
Sun,    1.4969E+09,    2.2287E+09,    0.0000E+00,          184440000.
Jupiter,   -7.8957E+11,    8.1383E+10,    0.0000E+00,          184440000.
Sun,    1.4970E+09,    2.2301E+09,    0.0000E+00,          184500000.
Jupiter,   -7.8965E+11,    8.0618E+10,    0.0000E+00,          184500000.
Sun,    1.4970E+09,    2.2316E+09,    0.0000E+00,          184560000.
Jupiter,   -7.8972E+11,    7.9854E+10,    0.0000E+00,          184560000.
Sun,    1.4971E+09,    2.2331E+09,    0.0000E+00,          184620000.
Jupiter,   -7.8980E+11,    7.9089E+10,    0.0000E+00,          184620000.
Sun,    1.4972E+09,    2.2346E+09,    0.0000E+00,          184680000.
Jupiter,   -7.8987E+11,    7.8324E+10,    0.0000E+00,          184680000.
Sun,    1.4973E+09,    2.2361E+09,    0.0000E+00,          184740000.
Jupiter,   -7.8995E+11,    7.7559E+10,    0.0000E+00,          184740000.
Sun,    1.4973E+09,    2.2375E+09,    0.0000E+00,          184800000.
Jupiter,   -7.9002E+11,    7.6794E+10,    0.0000E+00,          184800000.
Sun,    1.4974E+09,    2.2390E+09,    0.0000E+00,          184860000.
Jupiter,   -7.9009E+11,    7.6029E+10,    0.0000E+00,          184860000.
Sun,    1.4975E+09,    2.2405E+09,    0.0000E+00,          184920000.
Jupiter,   -7.9017E+11,    7.5264E+10,    0.0000E+00,          184920000.
Sun,    1.4975E+09,    2.2420E+09,    0.0000E+00,          184980000.
Jupiter,   -7.9024E+11,    7.4499E+10,    0.0000E+00,          184980000.
Sun,    1.4976E+09,    2.2435E+09,    0.0000E+00,          185040000.
Jupiter,   -7.9031E+11,    7.3734E+10,    0.0000E+00,          185040000.
Sun,    1.4977E+09,    2.2449E+09,    0.0000E+00,          185100000.
Jupiter,   -7.9038E+11,    7.2968E+10,    0.0000E+00,          185100000.
Sun,    1.4977E+09,    2.2464E+09,    0.0000E+00,          185160000.
Jupiter,   -7.9045E+11,    7.2203E+10,    0.0000E+00,          185160000.
Sun,    1.4978E+09,    2.2479E+09,    0.0000E+00,          185220000.
Jupiter,   -7.9052E+11,    7.1437E+10,    0.0000E+00,          185220000.
Sun,    1.4979E+09,    2.2494E+09,    0.0000E+00,          185280000.
Jupiter,   -7.9058E+11,    7.0672E+10,    0.0000E+00,          185280000.
Sun,    1.4979E+09,    2.2509E+09,    0.0000E+00,          185340000.
Jupiter,   -7.9065E+11,    6.9906E+10,    0.0000E+00,          185340000.
Sun,    1.4980E+09,    2.2523E+09,    0.0000E+00,          185400000.
Jupiter,   -7.9072E+11,    6.9141E+10,    0.0000E+00,          185400000.
Sun,    1.4980E+09,    2.2538E+09,    0.0000E+00,          185460000.
Jupiter,   -7.9078E+11,    6.8375E+10,    0.0000E+00,          185460000.
Sun,    1.4981E+09,    2.2553E+09,    0.0000E+00,          185520000.
Jupiter,   -7.9085E+11,    6.7609E+10,    0.0000E+00,          185520000.
Sun,    1.4982E+09,    2.2568E+09,    0.0000E+00,          185580000.
Jupiter,   -7.9091E+11,    6.6843E+10,    0.0000E+00,          185580000.
Sun,    1.4982E+09,    2.2583E+09,    0.0000E+00,          185640000.
Jupiter,   -7.9097E+11,    6.6077E+10,    0.0000E+00,          185640000.
Sun,    1.4983E+09,    2.2598E+09,    0.0000E+00,          185700000.
Jupiter,   -7.9103E+11,    6.5311E+10,    0.0000E+00,          185700000.
Sun,    1.4983E+09,    2.2612E+09,    0.0000E+00,          185760000.
Jupiter,   -7.9110E+11,    6.4545E+10,    0.0000E+00,          185760000.
Sun,    1.4984E+09,    2.2627E+09,    0.0000E+00,          185820000.
Jupiter,   -7.9116E+11,    6.3779E+10,    0.0000E+00,          185820000.
Sun,    1.4985E+09,    2.2642E+09,    0.0000E+00,          185880000.
Jupiter,   -7.9122E+11,    6.3013E+10,    0.0000E+00,          185880000.
Sun,    1.4985E+09,    2.2657E+09,    0.0000E+00,          185940000.
Jupiter,   -7.9128E+11,    6.2247E+10,    0.0000E+00,          185940000.
Sun,    1.4986E+09,    2.2672E+09,    0.0000E+00,          186000000.
Jupiter,   -7.9133E+11,    6.1480E+10,    0.0000E+00,          186000000.
Sun,    1.4986E+09,    2.2686E+09,    0.0000E+00,          186060000.
Jupiter,   -7.9139E+11,    6.0714E+10,    0.0000E+00,          186060000.
Sun,    1.4987E+09,    2.2701E+09,    0.0000E+00,          186120000.
Jupiter,   -7.9145E+11,    5.9948E+10,    0.0000E+00,          186120000.
Sun,    1.4987E+09,    2.2716E+09,    0.0000E+00,          186180000.
Jupiter,   -7.9151E+11,    5.9181E+10,    0.0000E+00,          186180000.
Sun,    1.4988E+09,    2.2731E+09,    0.0000E+00,          186240000.
Jupiter,   -7.9156E+11,    5.8415E+10,    0.0000E+00,          186240000.
Sun,    1.4988E+09,    2.2746E+09,    0.0000E+00,          186300000.
Jupiter,   -7.9162E+11,    5.7648E+10,    0.0000E+00,          186300000.
Sun,    1.4989E+09,    2.2761E+09,    0.0000E+00,          186360000.
Jupiter,   -7.9167E+11,    5.6882E+10,    0.0000E+00,          186360000.
Sun,    1.4989E+09,    2.2775E+09,    0.0000E+00,          186420000.
Jupiter,   -7.9172E+11,    5.6115E+10,    0.0000E+00,          186420000.
Sun,    1.4990E+09,    2.2790E+09,    0.0000E+00,          186480000.
Jupiter,   -7.9178E+11,    5.5348E+10,    0.0000E+00,          186480000.
Sun,    1.4990E+09,    2.2805E+09,    0.0000E+00,          186540000.
Jupiter,   -7.9183E+11,    5.4582E+10,    0.0000E+00,          186540000.
Sun,    1.4991E+09,    2.2820E+09,    0.0000E+00,          186600000.
Jupiter,   -7.9188E+11,    5.3815E+10,    0.0000E+00,          186600000.
Sun,    1.4991E+09,    2.2835E+09,    0.0000E+00,          186660000.
Jupiter,   -7.9193E+11,    5.3048E+10,    0.0000E+00,          186660000.
Sun,    1.4992E+09,    2.2849E+09,    0.0000E+00,          186720000.
Jupiter,   -7.9198E+11,    5.2281E+10,    0.0000E+00,          186720000.
Sun,    1.4992E+09,    2.2864E+09,    0.0000E+00,          186780000.
Jupiter,   -7.9203E+11,    5.1514E+10,    0.0000E+00,          186780000.
Sun,    1.4993E+09,    2.2879E+09,    0.0000E+00,          186840000.
Jupiter,   -7.9208E+11,    5.0747E+10,    0.0000E+00,          186840000.
Sun,    1.4993E+09,    2.2894E+09,    0.0000E+00,          186900000.
Jupiter,   -7.9212E+11,    4.9980E+10,    0.0000E+00,          186900000.
Sun,    1.4994E+09,    2.2909E+09,    0.0000E+00,          186960000.
Jupiter,   -7.9217E+11,    4.9213E+10,    0.0000E+00,          186960000.
Sun,    1.4994E+09,    2.2924E+09,    0.0000E+00,          187020000.
Jupiter,   -7.9221E+11,    4.8446E+10,    0.0000E+00,          187020000.
Sun,    1.4995E+09,    2.2938E+09,    0.0000E+00,          187080000.
Jupiter,   -7.9226E+11,    4.7679E+10,    0.0000E+00,          187080000.
Sun,    1.4995E+09,    2.2953E+09,    0.0000E+00,          187140000.
Jupiter,   -7.9230E+11,    4.6912E+10,    0.0000E+00,          187140000.
Sun,    1.4995E+09,    2.2968E+09,    0.0000E+00,          187200000.
Jupiter,   -7.9235E+11,    4.6144E+10,    0.0000E+00,          187200000.
Sun,    1.4996E+09,    2.2983E+09,    0.0000E+00,          187260000.
Jupiter,   -7.9239E+11,    4.5377E+10,    0.0000E+00,          187260000.
Sun,    1.4996E+09,    2.2998E+09,    0.0000E+00,          187320000.
Jupiter,   -7.9243E+11,    4.4610E+10,    0.0000E+00,          187320000.
Sun,    1.4997E+09,    2.3013E+09,    0.0000E+00,          187380000.
Jupiter,   -7.9247E+11,    4.3842E+10,    0.0000E+00,          187380000.
Sun,    1.4997E+09,    2.3027E+09,    0.0000E+00,          187440000.
Jupiter,   -7.9251E+11,    4.3075E+10,    0.0000E+00,          187440000.
Sun,    1.4997E+09,    2.3042E+09,    0.0000E+00,          187500000.
Jupiter,   -7.9255E+11,    4.2307E+10,    0.0000E+00,          187500000.
