Object,X,Y,Z,Time
Sun,    8.4287E+08,    4.2321E+09,    0.0000E+00,          279120000.
Jupiter,   -1.0441E+11,   -7.7712E+11,    0.0000E+00,          279120000.
Sun,    8.4213E+08,    4.2329E+09,    0.0000E+00,          279180000.
Jupiter,   -1.0364E+11,   -7.7722E+11,    0.0000E+00,          279180000.
Sun,    8.4140E+08,    4.2337E+09,    0.0000E+00,          279240000.
Jupiter,   -1.0287E+11,   -7.7731E+11,    0.0000E+00,          279240000.
Sun,    8.4066E+08,    4.2346E+09,    0.0000E+00,          279300000.
Jupiter,   -1.0210E+11,   -7.7740E+11,    0.0000E+00,          279300000.
Sun,    8.3993E+08,    4.2354E+09,    0.0000E+00,          279360000.
Jupiter,   -1.0133E+11,   -7.7750E+11,    0.0000E+00,          279360000.
Sun,    8.3919E+08,    4.2363E+09,    0.0000E+00,          279420000.
Jupiter,   -1.0056E+11,   -7.7759E+11,    0.0000E+00,          279420000.
Sun,    8.3846E+08,    4.2371E+09,    0.0000E+00,          279480000.
Jupiter,   -9.9785E+10,   -7.7768E+11,    0.0000E+00,          279480000.
Sun,    8.3772E+08,    4.2379E+09,    0.0000E+00,          279540000.
Jupiter,   -9.9014E+10,   -7.7777E+11,    0.0000E+00,          279540000.
Sun,    8.3699E+08,    4.2388E+09,    0.0000E+00,          279600000.
Jupiter,   -9.8244E+10,   -7.7786E+11,    0.0000E+00,          279600000.
Sun,    8.3625E+08,    4.2396E+09,    0.0000E+00,          279660000.
Jupiter,   -9.7473E+10,   -7.7795E+11,    0.0000E+00,          279660000.
Sun,    8.3552E+08,    4.2404E+09,    0.0000E+00,          279720000.
Jupiter,   -9.6702E+10,   -7.7804E+11,    0.0000E+00,          279720000.
Sun,    8.3478E+08,    4.2413E+09,    0.0000E+00,          279780000.
Jupiter,   -9.5931E+10,   -7.7812E+11,    0.0000E+00,          279780000.
Sun,    8.3404E+08,    4.2421E+09,    0.0000E+00,          279840000.
Jupiter,   -9.5160E+10,   -7.7821E+11,    0.0000E+00,          279840000.
Sun,    8.3331E+08,    4.2429E+09,    0.0000E+00,          279900000.
Jupiter,   -9.4389E+10,   -7.7830E+11,    0.0000E+00,          279900000.
Sun,    8.3257E+08,    4.2438E+09,    0.0000E+00,          279960000.
Jupiter,   -9.3618E+10,   -7.7838E+11,    0.0000E+00,          279960000.
Sun,    8.3184E+08,    4.2446E+09,    0.0000E+00,          280020000.
Jupiter,   -9.2846E+10,   -7.7846E+11,    0.0000E+00,          280020000.
Sun,    8.3110E+08,    4.2454E+09,    0.0000E+00,          280080000.
Jupiter,   -9.2075E+10,   -7.7855E+11,    0.0000E+00,          280080000.
Sun,    8.3036E+08,    4.2463E+09,    0.0000E+00,          280140000.
Jupiter,   -9.1303E+10,   -7.7863E+11,    0.0000E+00,          280140000.
Sun,    8.2963E+08,    4.2471E+09,    0.0000E+00,          280200000.
Jupiter,   -9.0532E+10,   -7.7871E+11,    0.0000E+00,          280200000.
Sun,    8.2889E+08,    4.2479E+09,    0.0000E+00,          280260000.
Jupiter,   -8.9760E+10,   -7.7879E+11,    0.0000E+00,          280260000.
Sun,    8.2815E+08,    4.2487E+09,    0.0000E+00,          280320000.
Jupiter,   -8.8988E+10,   -7.7887E+11,    0.0000E+00,          280320000.
Sun,    8.2742E+08,    4.2496E+09,    0.0000E+00,          280380000.
Jupiter,   -8.8217E+10,   -7.7895E+11,    0.0000E+00,          280380000.
Sun,    8.2668E+08,    4.2504E+09,    0.0000E+00,          280440000.
Jupiter,   -8.7445E+10,   -7.7903E+11,    0.0000E+00,          280440000.
Sun,    8.2594E+08,    4.2512E+09,    0.0000E+00,          280500000.
Jupiter,   -8.6673E+10,   -7.7911E+11,    0.0000E+00,          280500000.
Sun,    8.2521E+08,    4.2520E+09,    0.0000E+00,          280560000.
Jupiter,   -8.5900E+10,   -7.7919E+11,    0.0000E+00,          280560000.
Sun,    8.2447E+08,    4.2529E+09,    0.0000E+00,          280620000.
Jupiter,   -8.5128E+10,   -7.7926E+11,    0.0000E+00,          280620000.
Sun,    8.2373E+08,    4.2537E+09,    0.0000E+00,          280680000.
Jupiter,   -8.4356E+10,   -7.7934E+11,    0.0000E+00,          280680000.
Sun,    8.2299E+08,    4.2545E+09,    0.0000E+00,          280740000.
Jupiter,   -8.3584E+10,   -7.7942E+11,    0.0000E+00,          280740000.
Sun,    8.2226E+08,    4.2553E+09,    0.0000E+00,          280800000.
Jupiter,   -8.2811E+10,   -7.7949E+11,    0.0000E+00,          280800000.
Sun,    8.2152E+08,    4.2562E+09,    0.0000E+00,          280860000.
Jupiter,   -8.2039E+10,   -7.7956E+11,    0.0000E+00,          280860000.
Sun,    8.2078E+08,    4.2570E+09,    0.0000E+00,          280920000.
Jupiter,   -8.1266E+10,   -7.7964E+11,    0.0000E+00,          280920000.
Sun,    8.2004E+08,    4.2578E+09,    0.0000E+00,          280980000.
Jupiter,   -8.0493E+10,   -7.7971E+11,    0.0000E+00,          280980000.
Sun,    8.1931E+08,    4.2586E+09,    0.0000E+00,          281040000.
Jupiter,   -7.9721E+10,   -7.7978E+11,    0.0000E+00,          281040000.
Sun,    8.1857E+08,    4.2594E+09,    0.0000E+00,          281100000.
Jupiter,   -7.8948E+10,   -7.7985E+11,    0.0000E+00,          281100000.
Sun,    8.1783E+08,    4.2602E+09,    0.0000E+00,          281160000.
Jupiter,   -7.8175E+10,   -7.7992E+11,    0.0000E+00,          281160000.
Sun,    8.1709E+08,    4.2611E+09,    0.0000E+00,          281220000.
Jupiter,   -7.7402E+10,   -7.7999E+11,    0.0000E+00,          281220000.
Sun,    8.1635E+08,    4.2619E+09,    0.0000E+00,          281280000.
Jupiter,   -7.6629E+10,   -7.8006E+11,    0.0000E+00,          281280000.
Sun,    8.1562E+08,    4.2627E+09,    0.0000E+00,          281340000.
Jupiter,   -7.5856E+10,   -7.8012E+11,    0.0000E+00,          281340000.
Sun,    8.1488E+08,    4.2635E+09,    0.0000E+00,          281400000.
Jupiter,   -7.5082E+10,   -7.8019E+11,    0.0000E+00,          281400000.
Sun,    8.1414E+08,    4.2643E+09,    0.0000E+00,          281460000.
Jupiter,   -7.4309E+10,   -7.8026E+11,    0.0000E+00,          281460000.
Sun,    8.1340E+08,    4.2651E+09,    0.0000E+00,          281520000.
Jupiter,   -7.3536E+10,   -7.8032E+11,    0.0000E+00,          281520000.
Sun,    8.1266E+08,    4.2659E+09,    0.0000E+00,          281580000.
Jupiter,   -7.2762E+10,   -7.8039E+11,    0.0000E+00,          281580000.
Sun,    8.1193E+08,    4.2668E+09,    0.0000E+00,          281640000.
Jupiter,   -7.1989E+10,   -7.8045E+11,    0.0000E+00,          281640000.
Sun,    8.1119E+08,    4.2676E+09,    0.0000E+00,          281700000.
Jupiter,   -7.1215E+10,   -7.8051E+11,    0.0000E+00,          281700000.
Sun,    8.1045E+08,    4.2684E+09,    0.0000E+00,          281760000.
Jupiter,   -7.0442E+10,   -7.8058E+11,    0.0000E+00,          281760000.
Sun,    8.0971E+08,    4.2692E+09,    0.0000E+00,          281820000.
Jupiter,   -6.9668E+10,   -7.8064E+11,    0.0000E+00,          281820000.
Sun,    8.0897E+08,    4.2700E+09,    0.0000E+00,          281880000.
Jupiter,   -6.8894E+10,   -7.8070E+11,    0.0000E+00,          281880000.
Sun,    8.0823E+08,    4.2708E+09,    0.0000E+00,          281940000.
Jupiter,   -6.8120E+10,   -7.8076E+11,    0.0000E+00,          281940000.
Sun,    8.0749E+08,    4.2716E+09,    0.0000E+00,          282000000.
Jupiter,   -6.7346E+10,   -7.8082E+11,    0.0000E+00,          282000000.
Sun,    8.0676E+08,    4.2724E+09,    0.0000E+00,          282060000.
Jupiter,   -6.6572E+10,   -7.8087E+11,    0.0000E+00,          282060000.
Sun,    8.0602E+08,    4.2732E+09,    0.0000E+00,          282120000.
Jupiter,   -6.5798E+10,   -7.8093E+11,    0.0000E+00,          282120000.
Sun,    8.0528E+08,    4.2740E+09,    0.0000E+00,          282180000.
Jupiter,   -6.5024E+10,   -7.8099E+11,    0.0000E+00,          282180000.
Sun,    8.0454E+08,    4.2748E+09,    0.0000E+00,          282240000.
Jupiter,   -6.4250E+10,   -7.8105E+11,    0.0000E+00,          282240000.
Sun,    8.0380E+08,    4.2756E+09,    0.0000E+00,          282300000.
Jupiter,   -6.3476E+10,   -7.8110E+11,    0.0000E+00,          282300000.
Sun,    8.0306E+08,    4.2764E+09,    0.0000E+00,          282360000.
Jupiter,   -6.2701E+10,   -7.8115E+11,    0.0000E+00,          282360000.
Sun,    8.0232E+08,    4.2772E+09,    0.0000E+00,          282420000.
Jupiter,   -6.1927E+10,   -7.8121E+11,    0.0000E+00,          282420000.
Sun,    8.0158E+08,    4.2780E+09,    0.0000E+00,          282480000.
Jupiter,   -6.1153E+10,   -7.8126E+11,    0.0000E+00,          282480000.
Sun,    8.0084E+08,    4.2788E+09,    0.0000E+00,          282540000.
Jupiter,   -6.0378E+10,   -7.8131E+11,    0.0000E+00,          282540000.
Sun,    8.0010E+08,    4.2796E+09,    0.0000E+00,          282600000.
Jupiter,   -5.9604E+10,   -7.8137E+11,    0.0000E+00,          282600000.
Sun,    7.9936E+08,    4.2804E+09,    0.0000E+00,          282660000.
Jupiter,   -5.8829E+10,   -7.8142E+11,    0.0000E+00,          282660000.
Sun,    7.9862E+08,    4.2812E+09,    0.0000E+00,          282720000.
Jupiter,   -5.8054E+10,   -7.8147E+11,    0.0000E+00,          282720000.
Sun,    7.9789E+08,    4.2820E+09,    0.0000E+00,          282780000.
Jupiter,   -5.7280E+10,   -7.8151E+11,    0.0000E+00,          282780000.
Sun,    7.9715E+08,    4.2828E+09,    0.0000E+00,          282840000.
Jupiter,   -5.6505E+10,   -7.8156E+11,    0.0000E+00,          282840000.
Sun,    7.9641E+08,    4.2836E+09,    0.0000E+00,          282900000.
Jupiter,   -5.5730E+10,   -7.8161E+11,    0.0000E+00,          282900000.
Sun,    7.9567E+08,    4.2844E+09,    0.0000E+00,          282960000.
Jupiter,   -5.4955E+10,   -7.8166E+11,    0.0000E+00,          282960000.
Sun,    7.9493E+08,    4.2852E+09,    0.0000E+00,          283020000.
Jupiter,   -5.4180E+10,   -7.8170E+11,    0.0000E+00,          283020000.
Sun,    7.9419E+08,    4.2860E+09,    0.0000E+00,          283080000.
Jupiter,   -5.3405E+10,   -7.8175E+11,    0.0000E+00,          283080000.
Sun,    7.9345E+08,    4.2868E+09,    0.0000E+00,          283140000.
Jupiter,   -5.2630E+10,   -7.8179E+11,    0.0000E+00,          283140000.
Sun,    7.9271E+08,    4.2876E+09,    0.0000E+00,          283200000.
Jupiter,   -5.1855E+10,   -7.8184E+11,    0.0000E+00,          283200000.
Sun,    7.9197E+08,    4.2884E+09,    0.0000E+00,          283260000.
Jupiter,   -5.1080E+10,   -7.8188E+11,    0.0000E+00,          283260000.
Sun,    7.9123E+08,    4.2892E+09,    0.0000E+00,          283320000.
Jupiter,   -5.0305E+10,   -7.8192E+11,    0.0000E+00,          283320000.
Sun,    7.9049E+08,    4.2900E+09,    0.0000E+00,          283380000.
Jupiter,   -4.9529E+10,   -7.8196E+11,    0.0000E+00,          283380000.
Sun,    7.8975E+08,    4.2907E+09,    0.0000E+00,          283440000.
Jupiter,   -4.8754E+10,   -7.8201E+11,    0.0000E+00,          283440000.
Sun,    7.8901E+08,    4.2915E+09,    0.0000E+00,          283500000.
Jupiter,   -4.7979E+10,   -7.8205E+11,    0.0000E+00,          283500000.
Sun,    7.8827E+08,    4.2923E+09,    0.0000E+00,          283560000.
Jupiter,   -4.7203E+10,   -7.8208E+11,    0.0000E+00,          283560000.
Sun,    7.8753E+08,    4.2931E+09,    0.0000E+00,          283620000.
Jupiter,   -4.6428E+10,   -7.8212E+11,    0.0000E+00,          283620000.
Sun,    7.8679E+08,    4.2939E+09,    0.0000E+00,          283680000.
Jupiter,   -4.5652E+10,   -7.8216E+11,    0.0000E+00,          283680000.
Sun,    7.8605E+08,    4.2947E+09,    0.0000E+00,          283740000.
Jupiter,   -4.4877E+10,   -7.8220E+11,    0.0000E+00,          283740000.
Sun,    7.8531E+08,    4.2955E+09,    0.0000E+00,          283800000.
Jupiter,   -4.4101E+10,   -7.8223E+11,    0.0000E+00,          283800000.
Sun,    7.8457E+08,    4.2963E+09,    0.0000E+00,          283860000.
Jupiter,   -4.3326E+10,   -7.8227E+11,    0.0000E+00,          283860000.
Sun,    7.8383E+08,    4.2970E+09,    0.0000E+00,          283920000.
Jupiter,   -4.2550E+10,   -7.8230E+11,    0.0000E+00,          283920000.
Sun,    7.8308E+08,    4.2978E+09,    0.0000E+00,          283980000.
Jupiter,   -4.1774E+10,   -7.8234E+11,    0.0000E+00,          283980000.
Sun,    7.8234E+08,    4.2986E+09,    0.0000E+00,          284040000.
Jupiter,   -4.0998E+10,   -7.8237E+11,    0.0000E+00,          284040000.
Sun,    7.8160E+08,    4.2994E+09,    0.0000E+00,          284100000.
Jupiter,   -4.0223E+10,   -7.8240E+11,    0.0000E+00,          284100000.
Sun,    7.8086E+08,    4.3002E+09,    0.0000E+00,          284160000.
Jupiter,   -3.9447E+10,   -7.8243E+11,    0.0000E+00,          284160000.
Sun,    7.8012E+08,    4.3009E+09,    0.0000E+00,          284220000.
Jupiter,   -3.8671E+10,   -7.8247E+11,    0.0000E+00,          284220000.
Sun,    7.7938E+08,    4.3017E+09,    0.0000E+00,          284280000.
Jupiter,   -3.7895E+10,   -7.8250E+11,    0.0000E+00,          284280000.
Sun,    7.7864E+08,    4.3025E+09,    0.0000E+00,          284340000.
Jupiter,   -3.7119E+10,   -7.8252E+11,    0.0000E+00,          284340000.
Sun,    7.7790E+08,    4.3033E+09,    0.0000E+00,          284400000.
Jupiter,   -3.6343E+10,   -7.8255E+11,    0.0000E+00,          284400000.
Sun,    7.7716E+08,    4.3041E+09,    0.0000E+00,          284460000.
Jupiter,   -3.5567E+10,   -7.8258E+11,    0.0000E+00,          284460000.
Sun,    7.7642E+08,    4.3048E+09,    0.0000E+00,          284520000.
Jupiter,   -3.4791E+10,   -7.8261E+11,    0.0000E+00,          284520000.
Sun,    7.7568E+08,    4.3056E+09,    0.0000E+00,          284580000.
Jupiter,   -3.4015E+10,   -7.8263E+11,    0.0000E+00,          284580000.
Sun,    7.7494E+08,    4.3064E+09,    0.0000E+00,          284640000.
Jupiter,   -3.3239E+10,   -7.8266E+11,    0.0000E+00,          284640000.
Sun,    7.7420E+08,    4.3072E+09,    0.0000E+00,          284700000.
Jupiter,   -3.2463E+10,   -7.8268E+11,    0.0000E+00,          284700000.
Sun,    7.7346E+08,    4.3079E+09,    0.0000E+00,          284760000.
Jupiter,   -3.1686E+10,   -7.8271E+11,    0.0000E+00,          284760000.
Sun,    7.7271E+08,    4.3087E+09,    0.0000E+00,          284820000.
Jupiter,   -3.0910E+10,   -7.8273E+11,    0.0000E+00,          284820000.
Sun,    7.7197E+08,    4.3095E+09,    0.0000E+00,          284880000.
Jupiter,   -3.0134E+10,   -7.8275E+11,    0.0000E+00,          284880000.
Sun,    7.7123E+08,    4.3102E+09,    0.0000E+00,          284940000.
Jupiter,   -2.9358E+10,   -7.8278E+11,    0.0000E+00,          284940000.
Sun,    7.7049E+08,    4.3110E+09,    0.0000E+00,          285000000.
Jupiter,   -2.8581E+10,   -7.8280E+11,    0.0000E+00,          285000000.
Sun,    7.6975E+08,    4.3118E+09,    0.0000E+00,          285060000.
Jupiter,   -2.7805E+10,   -7.8282E+11,    0.0000E+00,          285060000.
Sun,    7.6901E+08,    4.3125E+09,    0.0000E+00,          285120000.
Jupiter,   -2.7029E+10,   -7.8284E+11,    0.0000E+00,          285120000.
Sun,    7.6827E+08,    4.3133E+09,    0.0000E+00,          285180000.
Jupiter,   -2.6252E+10,   -7.8285E+11,    0.0000E+00,          285180000.
Sun,    7.6753E+08,    4.3141E+09,    0.0000E+00,          285240000.
Jupiter,   -2.5476E+10,   -7.8287E+11,    0.0000E+00,          285240000.
Sun,    7.6679E+08,    4.3148E+09,    0.0000E+00,          285300000.
Jupiter,   -2.4699E+10,   -7.8289E+11,    0.0000E+00,          285300000.
Sun,    7.6604E+08,    4.3156E+09,    0.0000E+00,          285360000.
Jupiter,   -2.3923E+10,   -7.8290E+11,    0.0000E+00,          285360000.
Sun,    7.6530E+08,    4.3164E+09,    0.0000E+00,          285420000.
Jupiter,   -2.3146E+10,   -7.8292E+11,    0.0000E+00,          285420000.
Sun,    7.6456E+08,    4.3171E+09,    0.0000E+00,          285480000.
Jupiter,   -2.2370E+10,   -7.8294E+11,    0.0000E+00,          285480000.
Sun,    7.6382E+08,    4.3179E+09,    0.0000E+00,          285540000.
Jupiter,   -2.1593E+10,   -7.8295E+11,    0.0000E+00,          285540000.
Sun,    7.6308E+08,    4.3187E+09,    0.0000E+00,          285600000.
Jupiter,   -2.0817E+10,   -7.8296E+11,    0.0000E+00,          285600000.
Sun,    7.6234E+08,    4.3194E+09,    0.0000E+00,          285660000.
Jupiter,   -2.0040E+10,   -7.8297E+11,    0.0000E+00,          285660000.
Sun,    7.6160E+08,    4.3202E+09,    0.0000E+00,          285720000.
Jupiter,   -1.9264E+10,   -7.8299E+11,    0.0000E+00,          285720000.
Sun,    7.6086E+08,    4.3210E+09,    0.0000E+00,          285780000.
Jupiter,   -1.8487E+10,   -7.8300E+11,    0.0000E+00,          285780000.
Sun,    7.6011E+08,    4.3217E+09,    0.0000E+00,          285840000.
Jupiter,   -1.7710E+10,   -7.8301E+11,    0.0000E+00,          285840000.
Sun,    7.5937E+08,    4.3225E+09,    0.0000E+00,          285900000.
Jupiter,   -1.6934E+10,   -7.8302E+11,    0.0000E+00,          285900000.
Sun,    7.5863E+08,    4.3232E+09,    0.0000E+00,          285960000.
Jupiter,   -1.6157E+10,   -7.8303E+11,    0.0000E+00,          285960000.
Sun,    7.5789E+08,    4.3240E+09,    0.0000E+00,          286020000.
Jupiter,   -1.5380E+10,   -7.8303E+11,    0.0000E+00,          286020000.
Sun,    7.5715E+08,    4.3247E+09,    0.0000E+00,          286080000.
Jupiter,   -1.4603E+10,   -7.8304E+11,    0.0000E+00,          286080000.
Sun,    7.5641E+08,    4.3255E+09,    0.0000E+00,          286140000.
Jupiter,   -1.3827E+10,   -7.8305E+11,    0.0000E+00,          286140000.
Sun,    7.5567E+08,    4.3263E+09,    0.0000E+00,          286200000.
Jupiter,   -1.3050E+10,   -7.8305E+11,    0.0000E+00,          286200000.
Sun,    7.5492E+08,    4.3270E+09,    0.0000E+00,          286260000.
Jupiter,   -1.2273E+10,   -7.8306E+11,    0.0000E+00,          286260000.
Sun,    7.5418E+08,    4.3278E+09,    0.0000E+00,          286320000.
Jupiter,   -1.1496E+10,   -7.8306E+11,    0.0000E+00,          286320000.
Sun,    7.5344E+08,    4.3285E+09,    0.0000E+00,          286380000.
Jupiter,   -1.0720E+10,   -7.8306E+11,    0.0000E+00,          286380000.
Sun,    7.5270E+08,    4.3293E+09,    0.0000E+00,          286440000.
Jupiter,   -9.9429E+09,   -7.8307E+11,    0.0000E+00,          286440000.
Sun,    7.5196E+08,    4.3300E+09,    0.0000E+00,          286500000.
Jupiter,   -9.1661E+09,   -7.8307E+11,    0.0000E+00,          286500000.
Sun,    7.5122E+08,    4.3308E+09,    0.0000E+00,          286560000.
Jupiter,   -8.3893E+09,   -7.8307E+11,    0.0000E+00,          286560000.
Sun,    7.5048E+08,    4.3315E+09,    0.0000E+00,          286620000.
Jupiter,   -7.6125E+09,   -7.8307E+11,    0.0000E+00,          286620000.
Sun,    7.4973E+08,    4.3323E+09,    0.0000E+00,          286680000.
Jupiter,   -6.8356E+09,   -7.8307E+11,    0.0000E+00,          286680000.
Sun,    7.4899E+08,    4.3330E+09,    0.0000E+00,          286740000.
Jupiter,   -6.0588E+09,   -7.8307E+11,    0.0000E+00,          286740000.
Sun,    7.4825E+08,    4.3338E+09,    0.0000E+00,          286800000.
Jupiter,   -5.2819E+09,   -7.8306E+11,    0.0000E+00,          286800000.
Sun,    7.4751E+08,    4.3345E+09,    0.0000E+00,          286860000.
Jupiter,   -4.5051E+09,   -7.8306E+11,    0.0000E+00,          286860000.
Sun,    7.4677E+08,    4.3353E+09,    0.0000E+00,          286920000.
Jupiter,   -3.7282E+09,   -7.8306E+11,    0.0000E+00,          286920000.
Sun,    7.4603E+08,    4.3360E+09,    0.0000E+00,          286980000.
Jupiter,   -2.9514E+09,   -7.8305E+11,    0.0000E+00,          286980000.
Sun,    7.4528E+08,    4.3368E+09,    0.0000E+00,          287040000.
Jupiter,   -2.1745E+09,   -7.8305E+11,    0.0000E+00,          287040000.
Sun,    7.4454E+08,    4.3375E+09,    0.0000E+00,          287100000.
Jupiter,   -1.3976E+09,   -7.8304E+11,    0.0000E+00,          287100000.
